category,task,model,fold,held_out_rule,n_train_rows,n_test_rows,n_train_rules,r2,mae,rmse,y_test_mean,y_test_std,y_test_min,y_test_max,y_train_mean,y_train_std,pred_mean,pred_std,mean_signed_error,duration_sec
semi_hard,safety_endpoint,xgboost,4,V7|FDA_LM|LM_CHALLENGE|MARKET_LM|PLANT_REVIEW,3669,331,7,0.8528494279015192,6.505915520832257,7.985451069322278,55.58664652567976,20.817015972780716,4.36,89.68,59.3459035159444,19.60538756621896,56.168121337890625,15.940713882446289,0.5814782048136083,1.0270860195159912
semi_hard,safety_endpoint,random_forest,5,V7|S_AUREUS|S_AUREUS_REVIEW|PH_CHEESE|PLANT_REVIEW,3730,270,7,0.9464946503645943,3.6801242650955226,4.771019269595889,60.72659259259261,20.625883834277992,5.06,99.14,58.91236461126005,19.664020145840297,60.60422902147387,17.78634118700132,-0.1223635711187139,5.212040662765503
semi_hard,safety_endpoint,lightgbm,5,V7|S_AUREUS|S_AUREUS_REVIEW|PH_CHEESE|PLANT_REVIEW,3730,270,7,0.9851691432761882,1.5576116126063269,2.511861486710457,60.72659259259261,20.625883834277992,5.06,99.14,58.91236461126005,19.664020145840297,60.847815297728545,19.5997373701175,0.1212227051359616,2.856048583984375
semi_hard,safety_endpoint,xgboost,5,V7|S_AUREUS|S_AUREUS_REVIEW|PH_CHEESE|PLANT_REVIEW,3730,270,7,0.8354559152943768,6.8772715095943875,8.366690512785432,60.72659259259261,20.625883834277992,5.06,99.14,58.91236461126005,19.664020145840297,60.907291412353516,15.028423309326172,0.18070412678188805,0.5561215877532959
semi_hard,safety_endpoint,random_forest,6,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE,3946,54,7,0.5812504883216867,8.875382448492878,10.913245476452884,62.12611111111111,16.864628051664457,38.76,89.08,58.99252154080081,19.768716762746234,61.4735327486171,8.297000424160558,-0.6525783624940088,4.795942544937134
semi_hard,safety_endpoint,lightgbm,6,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE,3946,54,7,0.6170348519071414,6.725400720286273,10.436536434617237,62.12611111111111,16.864628051664457,38.76,89.08,58.99252154080081,19.768716762746234,61.154247156148664,10.99716680994559,-0.9718639549624368,8.21614670753479
semi_hard,safety_endpoint,xgboost,6,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE,3946,54,7,0.2690699907509867,12.54544009173358,14.4183201211741,62.12611111111111,16.864628051664457,38.76,89.08,58.99252154080081,19.768716762746234,62.024810791015625,4.521564483642578,-0.10129537511754884,1.1798558235168457
semi_hard,safety_endpoint,random_forest,7,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE|PLANT_REVIEW,3978,22,7,0.9720174001240585,2.459506072453497,2.672036520270633,65.07227272727272,15.973436452668475,38.76,87.47,59.00143539467069,19.749354517227477,64.33844794720743,13.554580300263211,-0.7338247800652976,7.968737602233887
semi_hard,safety_endpoint,lightgbm,7,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE|PLANT_REVIEW,3978,22,7,0.9945300285727098,0.9891343267255283,1.1813834627594801,65.07227272727272,15.973436452668475,38.76,87.47,59.00143539467069,19.749354517227477,64.9219428780355,15.096016626871254,-0.15032984923725062,7.5259881019592285
semi_hard,safety_endpoint,xgboost,7,V7|KASHAR_EO|RISK_REVIEW|PH_CHEESE|PLANT_REVIEW,3978,22,7,0.6804818179462528,8.160321731567382,9.029135002953511,65.07227272727272,15.973436452668475,38.76,87.47,59.00143539467069,19.749354517227477,62.89858627319336,7.9141950607299805,-2.1736814256147903,0.9010231494903564
hard,general_shelf_life,random_forest,0,V7|HARD_SEMI_REVIEW,3259,2741,7,0.8009718201384649,8.572855096671995,10.46829712549953,74.62669463699379,23.464902565515267,23.61,155.87,100.19694998465786,53.3025958690869,80.19214977064294,22.859235042734056,5.565455133649133,2.9195902347564697
hard,general_shelf_life,lightgbm,0,V7|HARD_SEMI_REVIEW,3259,2741,7,0.723083142403335,10.239447896238767,12.347909919199527,74.62669463699379,23.464902565515267,23.61,155.87,100.19694998465786,53.3025958690869,83.34614107514038,24.447307750503708,8.71944643814658,6.697184324264526
hard,general_shelf_life,xgboost,0,V7|HARD_SEMI_REVIEW,3259,2741,7,0.5199214235539328,13.362183684022353,16.258291960640424,74.62669463699379,23.464902565515267,23.61,155.87,100.19694998465786,53.3025958690869,85.19606018066406,23.119897842407227,10.569360296895843,1.0852603912353516
hard,general_shelf_life,random_forest,1,V7|HARD_SEMI_REVIEW|PLANT_REVIEW,3803,2197,7,0.8018453749555134,8.756853214777909,11.45779014934961,82.01142922166592,25.739420036056664,29.09,177.67,92.27307914804102,51.6359281452895,75.57509286928205,21.4699270094644,-6.436336352383869,3.594433069229126
hard,general_shelf_life,lightgbm,1,V7|HARD_SEMI_REVIEW|PLANT_REVIEW,3803,2197,7,0.8571501260713316,7.566916739827325,9.728338818949121,82.01142922166592,25.739420036056664,29.09,177.67,92.27307914804102,51.6359281452895,76.56561169669425,22.397232202893115,-5.445817524971649,2.8211469650268555
hard,general_shelf_life,xgboost,1,V7|HARD_SEMI_REVIEW|PLANT_REVIEW,3803,2197,7,0.8305629665040754,8.21155680754101,10.595047953955829,82.01142922166592,25.739420036056664,29.09,177.67,92.27307914804102,51.6359281452895,76.03826141357422,22.003236770629883,-5.973169250106291,0.826744794845581
hard,general_shelf_life,random_forest,2,V7|CLOSTRIDIA|CLOSTRIDIA_GRANA|HARD_SEMI_REVIEW,5380,620,7,-3.8595091818413882,67.37646094343997,83.12631287389192,189.03080645161288,37.70876542655298,69.5,240.0,76.9320687732342,26.835828617680143,126.79199769813464,48.999036955903684,-62.23880875347826,7.1052632331848145
hard,general_shelf_life,lightgbm,2,V7|CLOSTRIDIA|CLOSTRIDIA_GRANA|HARD_SEMI_REVIEW,5380,620,7,-2.6651366449557217,55.090598760087666,72.19172169134767,189.03080645161288,37.70876542655298,69.5,240.0,76.9320687732342,26.835828617680143,144.87339906735502,53.30885988411933,-44.15740738425785,6.284246444702148
hard,general_shelf_life,xgboost,2,V7|CLOSTRIDIA|CLOSTRIDIA_GRANA|HARD_SEMI_REVIEW,5380,620,7,-2.305473224307274,57.32945220012049,68.55815723679439,189.03080645161288,37.70876542655298,69.5,240.0,76.9320687732342,26.835828617680143,136.4841766357422,37.98508071899414,-52.546621706562654,1.4300222396850586
hard,general_shelf_life,random_forest,3,V7|HARD_SEMI_REVIEW|NATAMYCIN_REVIEW,5830,170,7,0.9057437019071102,5.5179010520117195,7.360362104510409,79.74,23.97419266873542,31.29,137.71,88.7714974271012,44.66537528829803,75.66691811639667,20.88679597918549,-4.07308188360333,8.185981035232544
hard,general_shelf_life,lightgbm,3,V7|HARD_SEMI_REVIEW|NATAMYCIN_REVIEW,5830,170,7,0.9441110939933437,4.448693123060172,5.667699232874574,79.74,23.97419266873542,31.29,137.71,88.7714974271012,44.66537528829803,79.21772132743637,20.696319425005328,-0.5222786725636461,9.296546697616577
hard,general_shelf_life,xgboost,3,V7|HARD_SEMI_REVIEW|NATAMYCIN_REVIEW,5830,170,7,0.9102285976487446,5.579583938598634,7.183117919708196,79.74,23.97419266873542,31.29,137.71,88.7714974271012,44.66537528829803,77.93291473388672,20.42966651916504,-1.8070827753403602,1.3505301475524902
hard,general_shelf_life,random_forest,4,V7|HARD_SEMI_REVIEW|SHRED_NAT,5865,135,7,-0.37667654538955153,7.707508674188982,9.715997543088728,38.385851851851854,8.280783679605602,17.29,61.88,89.66948678601877,44.06011629935754,45.32806889622414,5.917684978480539,6.942217044372296,8.95396375656128
