experiment_id,phase,dataset_version,cheese_category,prediction_task,model_family,model_config_id,n_train,n_val,n_test,split_strategy,grouping_variable,n_folds,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,test_mae,result_file_path,evidence_status,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,test_accuracy,test_macro_f1,notes,loro_mean_r2,loro_median_r2,loro_std_r2,loro_min_r2,loro_max_r2
EXP-0065,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,ridge_regression,ridge_regression_per_category_specialist_valusedTrue,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.9018228796226896,0.8873337234767978,0.8664811191144388,15.232763363767836,,17.28569592743259,10.14315594017426,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0066,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,ridge_regression,ridge_regression_per_category_specialist_valusedFalse,6120.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.8998560254439678,0.8934782019719889,0.867945498733236,15.405478460830686,,17.19064341874347,10.129373373500323,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0067,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedTrue,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.9024688181307898,0.8861819281180608,0.8160533343931187,15.182570070022685,,20.289039477621948,15.384905809188483,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0068,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedFalse,6120.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.9004584063354424,0.8952498255487896,0.8216035938183622,15.359075453995093,,19.980602406770643,15.21356217109995,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0069,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedTrue,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.9312275263884938,0.9036574479591624,0.8640953452884945,12.749139504912293,,17.43944634025329,12.73137391761872,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0070,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedFalse,6120.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.9271845400543526,0.9229274135968348,0.864187647725362,13.136345965771818,,17.433523155330477,12.747231090890876,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0071,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,small_mlp,small_mlp_per_category_specialist_valusedTrue,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.9613710297104838,0.9284479385961052,0.9328893908683824,9.554987350264891,,12.25493797804411,7.870732141792996,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0072,overfitting_diagnosis_reduced_complexity,v7,semi_hard,general_shelf_life,small_mlp,small_mlp_per_category_specialist_valusedFalse,6120.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.9578565815047776,0.9529742374846362,0.9344580970463872,9.9937310960775,,12.11086186305809,7.897825050147212,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0073,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,ridge_regression,ridge_regression_per_category_specialist_valusedTrue,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.2764387148385776,0.046816377898403,0.3446539023670817,17.068735231835955,,15.72723374742946,12.841527153356395,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0074,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,ridge_regression,ridge_regression_per_category_specialist_valusedFalse,3400.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.2516046675759104,0.1623282236754842,0.3668241722088352,17.118324130628977,,15.458919872875548,12.72327191603913,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0075,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedTrue,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.2968975172310014,0.0189206170915031,0.4016231209400949,16.825694401949452,,15.028110678296922,12.256592979346582,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0076,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedFalse,3400.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.2626783554870114,0.1958865680425846,0.3079468610702897,16.991205863199838,,16.16168746556952,13.250468764703095,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0077,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedTrue,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.3678604822072998,0.1057707297638838,0.3733507823920425,15.954020707164377,,15.37904025159448,12.566432981933566,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0078,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedFalse,3400.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.3187232483270831,0.2387231562899111,0.3616740110126923,16.33268156388158,,15.521662862054772,12.730533150205869,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0079,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,small_mlp,small_mlp_per_category_specialist_valusedTrue,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.3247209326400018,0.0645691779010395,0.3014282683888074,16.489417900621547,,16.23762421913921,13.178312504563204,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0080,overfitting_diagnosis_reduced_complexity,v7,semi_hard,safety_endpoint,small_mlp,small_mlp_per_category_specialist_valusedFalse,3400.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.49300161388768,0.4222245218573365,0.2628308653294861,14.089610865116688,,16.680173137076768,13.851580720466936,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0081,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,ridge_regression,ridge_regression_per_category_specialist_valusedTrue,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.9157863336829606,0.8991006091702749,0.9286825628609549,13.002007556915194,,11.576793451077233,7.778283943928559,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0082,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,ridge_regression,ridge_regression_per_category_specialist_valusedFalse,5100.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.9138254551110536,0.9058399078687276,0.929742660902267,13.031456230353598,,11.4904296880644,7.785767855438895,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0083,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedTrue,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.8875885425187506,0.8070936443130922,0.8606237426339385,15.021884411638553,,16.183960881083568,11.85172677348882,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0084,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedFalse,5100.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.8819899199668831,0.8586381495892625,0.8754484651183833,15.249759791378391,,15.2990675704729,11.430919029453136,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0085,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedTrue,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.920656583867552,0.8732432628632283,0.9000221485254987,12.620442256179878,,13.706997090850727,9.882715656372534,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0086,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedFalse,5100.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.916600655735902,0.8968720759171733,0.9032363766415932,12.81990386362872,,13.484861243705598,9.757281219583929,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0087,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,small_mlp,small_mlp_per_category_specialist_valusedTrue,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.950918900521213,0.9198445800193878,0.93914725492846,9.926045645491806,,10.693761843462244,7.06582986378716,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0088,overfitting_diagnosis_reduced_complexity,v7,hard,general_shelf_life,small_mlp,small_mlp_per_category_specialist_valusedFalse,5100.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.9483469055076336,0.9347547317944516,0.939301539309404,10.089081327291536,,10.680196904713428,7.1318180176987696,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0089,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,ridge_regression,ridge_regression_per_category_specialist_valusedTrue,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.0397572923851095,-0.0615562848741948,-0.0550618394698383,20.63128702691245,,21.433234698497024,18.115419562393303,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0090,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,ridge_regression,ridge_regression_per_category_specialist_valusedFalse,2720.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.0327886727819044,0.0411176567019089,-0.048413524600309,20.51894590192025,,21.365598814398503,18.08269305850989,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0091,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedTrue,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.1325325329211079,-0.1396158399372209,-0.2244968244974268,19.609314431391,,23.09019462416742,19.39241945283351,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0092,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,shallow_decision_tree,shallow_decision_tree_per_category_specialist_valusedFalse,2720.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.1081362572460531,0.0957308633259184,-0.2118854384901065,19.703510689695747,,22.97098115596637,18.74043748493716,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0093,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedTrue,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.2980355815918569,-0.0305997484605036,-0.0791299842448183,17.639788014792767,,21.676324398662004,18.15481339784544,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0094,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,shallow_random_forest,shallow_random_forest_per_category_specialist_valusedFalse,2720.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.2718581240872804,0.2611528140724024,-0.0683717449170406,17.803375982311884,,21.568004170329463,17.968860936021397,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0095,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,small_mlp,small_mlp_per_category_specialist_valusedTrue,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=True",context_id,1,0.030785498631849,-0.0323029470445264,-0.0565678038157178,20.727444644320453,,21.44852582941584,18.168483650940097,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0096,overfitting_diagnosis_reduced_complexity,v7,hard,safety_endpoint,small_mlp,small_mlp_per_category_specialist_valusedFalse,2720.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist, validation_split_used=False",context_id,1,0.0273231170543776,0.0268212432970058,-0.0366297104131971,20.576838863579752,,21.24518845535737,17.982745834352794,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0097,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,ridge_regression,ridge_regression_aggregated_all_categories_valusedTrue,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.9292999978972636,0.9215711424599968,0.9107642337487404,12.795563303242936,,14.602094068706965,8.836475412232723,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0098,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,ridge_regression,ridge_regression_aggregated_all_categories_valusedFalse,18700.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.9281938506639984,0.9247193552809014,0.9102004064787498,12.952719556804388,,14.648152365531562,8.873693632150696,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0099,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,shallow_decision_tree,shallow_decision_tree_aggregated_all_categories_valusedTrue,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.8342447956075256,0.8226026189916,0.8419624961271123,19.59220349816976,,19.43236879533785,14.160000280598776,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0100,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,shallow_decision_tree,shallow_decision_tree_aggregated_all_categories_valusedFalse,18700.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.8305527873120031,0.8398211088891698,0.843389678117541,19.89744707853479,,19.3444263026106,13.818495280961612,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0101,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,shallow_random_forest,shallow_random_forest_aggregated_all_categories_valusedTrue,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.879265274730013,0.8701920493837545,0.8831821482858331,16.72113662733309,,16.70706918053499,11.954600010302762,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0102,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,shallow_random_forest,shallow_random_forest_aggregated_all_categories_valusedFalse,18700.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.8789765592780421,0.8835043658500985,0.8845881699122674,16.81569770798797,,16.60622152818814,11.841819183656655,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0103,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,small_mlp,small_mlp_aggregated_all_categories_valusedTrue,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.9712672130565853,0.9597949680873278,0.9590421655787006,8.157152331199027,,9.89268444554147,5.772132691393004,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0104,overfitting_diagnosis_reduced_complexity,v7,ALL,general_shelf_life,small_mlp,small_mlp_aggregated_all_categories_valusedFalse,18700.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.9709455783546524,0.9683827769357533,0.961285169076599,8.239223067284543,,9.617990566331352,5.711914127059829,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0105,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,ridge_regression,ridge_regression_aggregated_all_categories_valusedTrue,8400.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.6798529828471391,0.6312533533841058,0.6310144219010112,16.01058101021832,,16.319759264840048,13.262230987648357,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0106,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,ridge_regression,ridge_regression_aggregated_all_categories_valusedFalse,10200.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.6740400816828802,0.6536582039394883,0.635022170606312,16.007697271692283,,16.230888493144953,13.145289609985143,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0107,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,shallow_decision_tree,shallow_decision_tree_aggregated_all_categories_valusedTrue,8400.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.6843767581134685,0.6356290197893532,0.6374672381823719,15.897061363485822,,16.17642996820208,12.917171260476898,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0108,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,shallow_decision_tree,shallow_decision_tree_aggregated_all_categories_valusedFalse,10200.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.6792352775044752,0.6523843503138618,0.6311286714150376,15.879618402165129,,16.317232514437197,12.977959567026495,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0109,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,shallow_random_forest,shallow_random_forest_aggregated_all_categories_valusedTrue,8400.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.708781555828615,0.6261871999636208,0.6384508557883408,15.270097186829965,,16.154470258198433,12.885718255258148,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0110,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,shallow_random_forest,shallow_random_forest_aggregated_all_categories_valusedFalse,10200.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.6991317135717056,0.6723723277007951,0.6422792193207274,15.379243341265807,,16.068714594549352,12.789088260224188,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0111,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,small_mlp,small_mlp_aggregated_all_categories_valusedTrue,8400.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=True",context_id,1,0.6832221962200049,0.6299522779969113,0.6307251836335568,15.926110851019033,,16.326154330809313,13.20170739605582,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0112,overfitting_diagnosis_reduced_complexity,v7,ALL,safety_endpoint,small_mlp,small_mlp_aggregated_all_categories_valusedFalse,10200.0,1800.0,1800.0,"context_id-grouped, granularity=aggregated_all_categories, validation_split_used=False",context_id,1,0.7175868636030234,0.6995858446273227,0.6065593256416355,14.900100901937822,,16.851892498913895,13.205665962178582,scripts\experiments\overfitting_diagnosis\experiment_1_4_results.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0113,overfitting_diagnosis_kfold_cv,v7,ALL,general_shelf_life,ridge_regression,ridge_regression_k5_aggregated_all_categories,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9233870432325446,0.0054580955797443,13.394019140897578,0.640791277801507,,,,,,,,
EXP-0114,overfitting_diagnosis_kfold_cv,v7,ALL,general_shelf_life,lightgbm_production_hparams,lightgbm_production_hparams_k5_aggregated_all_categories,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9639234617834418,0.0026520359310909,9.183504690138683,0.2780680030982326,,,,,,,,
EXP-0115,overfitting_diagnosis_kfold_cv,v7,ALL,general_shelf_life,ridge_regression,ridge_regression_k10_aggregated_all_categories,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9233330409188976,0.0084834600063948,13.375936499276268,0.8851074270360481,,,,,,,,
EXP-0116,overfitting_diagnosis_kfold_cv,v7,ALL,general_shelf_life,lightgbm_production_hparams,lightgbm_production_hparams_k10_aggregated_all_categories,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9646786308543148,0.0038421757198519,9.07293201495855,0.5272549338010021,,,,,,,,
EXP-0117,overfitting_diagnosis_kfold_cv,v7,ALL,safety_endpoint,ridge_regression,ridge_regression_k5_aggregated_all_categories,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.6526004960077223,0.0148739428612024,16.41255899183105,0.3225646394575963,,,,,,,,
EXP-0118,overfitting_diagnosis_kfold_cv,v7,ALL,safety_endpoint,lightgbm_production_hparams,lightgbm_production_hparams_k5_aggregated_all_categories,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.6384818129009159,0.0187435199527799,16.739999370776495,0.3683752698662401,,,,,,,,
EXP-0119,overfitting_diagnosis_kfold_cv,v7,ALL,safety_endpoint,ridge_regression,ridge_regression_k10_aggregated_all_categories,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.6534988424919865,0.0283802053579833,16.360265576303757,0.504773577466824,,,,,,,,
EXP-0120,overfitting_diagnosis_kfold_cv,v7,ALL,safety_endpoint,lightgbm_production_hparams,lightgbm_production_hparams_k10_aggregated_all_categories,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.6370941384198613,0.0328505174734623,16.738903462612587,0.5825689092397682,,,,,,,,
EXP-0121,overfitting_diagnosis_kfold_cv,v7,soft,general_shelf_life,ridge_regression,ridge_regression_k5_per_category_specialist,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9209474664878564,0.0034630640891848,7.33025822510191,0.4372985907139961,,,,,,,,
EXP-0122,overfitting_diagnosis_kfold_cv,v7,soft,general_shelf_life,lightgbm_production_hparams,lightgbm_production_hparams_k5_per_category_specialist,,,,"GroupKFold(context_id), K=5",context_id,5,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9715081427073152,0.0021584453624069,4.393118577020289,0.1971088873160136,,,,,,,,
EXP-0123,overfitting_diagnosis_kfold_cv,v7,soft,general_shelf_life,ridge_regression,ridge_regression_k10_per_category_specialist,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9205525605601832,0.0049886188524884,7.315432142115091,0.5385056673742461,,,,,,,,
EXP-0124,overfitting_diagnosis_kfold_cv,v7,soft,general_shelf_life,lightgbm_production_hparams,lightgbm_production_hparams_k10_per_category_specialist,,,,"GroupKFold(context_id), K=10",context_id,10,,,,,,,,scripts\experiments\overfitting_diagnosis\experiment_2_cv_results.csv,verified_from_result_file,0.9739311335207372,0.0049899257872342,4.155801698014528,0.2789068325393575,,,,,,,,
EXP-0125,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,lasso,lasso_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9261225002392592,0.9238724101519872,0.9076317386042048,6.9071481840529385,,8.70037131462046,5.160147932001372,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0126,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,elastic_net,elastic_net_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9208208659509324,0.920490288373015,0.894523504778004,7.150691677909545,,9.297244421208308,5.42227072573257,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
