experiment_id,phase,dataset_version,cheese_category,prediction_task,model_family,model_config_id,n_train,n_val,n_test,split_strategy,grouping_variable,n_folds,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,test_mae,result_file_path,evidence_status,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,test_accuracy,test_macro_f1,notes,loro_mean_r2,loro_median_r2,loro_std_r2,loro_min_r2,loro_max_r2
EXP-0127,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,bayesian_ridge,bayesian_ridge_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9270531684558492,0.924262426734003,0.9096674791392912,6.863504065296018,,8.60396169562467,5.188702812216556,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0128,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,knn_regressor_k5,knn_regressor_k5_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9605086224934078,0.9120828099066148,0.9046570638060172,5.0500283957026015,,8.839356798552778,4.435824242424243,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0129,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,svr_rbf,svr_rbf_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9747453224941032,0.9424016459117944,0.9456478617737704,4.038439604245809,,6.673977224522988,3.021897726802627,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0130,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,gradient_boosting,gradient_boosting_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9797997659673046,0.967514788300562,0.9587112900178896,3.611776594356346,,5.8169061946998255,3.254371734707131,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0131,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,adaboost,adaboost_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9366604758716854,0.9228955555923806,0.9169256905238936,6.3955820779913,,8.251060533009328,6.562591278878291,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0132,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,extra_trees,extra_trees_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9797721612516628,0.967920975653735,0.9611386802245708,3.614243596146298,,5.643326481369474,3.075909151435096,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0133,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,pls_regression,pls_regression_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9226457735290292,0.9214911712086076,0.9016794810438542,7.067807338619056,,8.97632326231446,5.32524797641207,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0134,overfitting_diagnosis_model_zoo,v7,soft,general_shelf_life,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,6160.0,1320.0,1320.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-1.924181763257593e-06,-0.0004382145656165,25.41222422927947,,28.633308964151578,20.66048463203463,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0135,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,lasso,lasso_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.6016568886753584,0.6053876274234193,0.5791271594231956,10.292931231442726,,10.530884695070204,8.207422808001326,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0136,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,elastic_net,elastic_net_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.6013335984291441,0.6052762164549125,0.576302321580417,10.297107190924535,,10.566166482601982,8.222464686846402,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0137,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,bayesian_ridge,bayesian_ridge_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.602452597983063,0.6033147638873726,0.5739559430165992,10.282645782654075,,10.595383066192811,8.238907662019479,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0138,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,knn_regressor_k5,knn_regressor_k5_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.7201366562693288,0.3779337644504645,0.4099212588282567,8.627469347132697,,12.46936654031257,9.818130555555555,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0139,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,svr_rbf,svr_rbf_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.7310748173103303,0.5411193207048535,0.5234641226477739,8.45719124978069,,11.205654004874916,8.358549563636668,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0140,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,gradient_boosting,gradient_boosting_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.754288757956066,0.6021999144189183,0.5932260595694208,8.083937166354453,,10.352994142590042,7.833533624532866,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0141,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,adaboost,adaboost_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.6251980990536083,0.5913816899090694,0.6029792518576098,9.98415484896284,,10.228124570632453,7.882943145071029,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0142,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,extra_trees,extra_trees_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.7563902150729124,0.5480996833077489,0.5668629519377109,8.049293805958479,,10.683217572382947,7.902057841150781,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0143,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,pls_regression,pls_regression_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.6000260874818821,0.6048512419018653,0.5775651216986624,10.313979141035746,,10.55040888734632,8.240971134600516,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0144,overfitting_diagnosis_model_zoo,v7,soft,safety_endpoint,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,3360.0,720.0,720.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-0.0029507520463807,-0.003173225758986,16.30836472645285,,16.25838387093938,14.074702480158727,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0145,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,lasso,lasso_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9017539544743662,0.8872645449059898,0.8666126013688201,15.238109498696955,,17.277182816577547,10.15047806312884,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0146,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,elastic_net,elastic_net_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.8987000411582169,0.8851616786791262,0.866417090525577,15.473130383370911,,17.289840083128283,10.261080553576196,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0147,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,bayesian_ridge,bayesian_ridge_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9018237877030044,0.8873338708333757,0.8664711697792645,15.232692916577683,,17.28633994862881,10.143399336492928,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0148,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,knn_regressor_k5,knn_regressor_k5_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9094322556724328,0.7898403577121247,0.7904808385219714,14.630539006388668,,21.653464931866115,14.15378148148148,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0149,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,svr_rbf,svr_rbf_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.8785689449765485,0.8640466718128272,0.8410760248956772,16.940976296541937,,18.85863421535553,10.28942383308038,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0150,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,gradient_boosting,gradient_boosting_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9667851927749284,0.9341077359580096,0.9197920550857142,8.860116221910905,,13.397514069056909,8.44028951311512,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0151,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,adaboost,adaboost_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9187450099861388,0.8789163416272514,0.8727759779496341,13.857936637739666,,16.873302320712394,13.227954077598431,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0152,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,extra_trees,extra_trees_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9600864014317247,0.9217872003813784,0.8958806584094229,9.712566228299272,,15.264452572248146,10.661537815303282,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0153,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,pls_regression,pls_regression_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9000174448085395,0.8853346443169117,0.8657439607100694,15.372187265051084,,17.333347453410113,10.434270300097978,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0154,overfitting_diagnosis_model_zoo,v7,semi_hard,general_shelf_life,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,5040.0,1080.0,1080.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-0.0002816887825971,-0.0009928564864496,48.61536498981732,,47.32940190320328,33.058533164315115,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0155,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,lasso,lasso_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2759833676516883,0.052010209734888,0.3414845855764944,17.07410518343995,,15.765217087943794,12.876279180221792,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0156,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,elastic_net,elastic_net_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2729090162483416,0.071305079149283,0.3425729383888672,17.110317192690786,,15.75218382151727,12.937341565330332,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0157,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,bayesian_ridge,bayesian_ridge_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2751556524304714,0.0607829149153185,0.3448488219194365,17.083862182977434,,15.724894698373507,12.8782611723838,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0158,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,knn_regressor_k5,knn_regressor_k5_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.5140365659007677,-0.1290350319118649,0.124686605569399,13.988317372007256,,18.176019077711523,14.584723333333333,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0159,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,svr_rbf,svr_rbf_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.4194869127839514,-0.0696982972240407,0.2500636310498112,15.288669359894357,,16.823997322726516,13.969312799346492,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0160,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,gradient_boosting,gradient_boosting_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.5527073363069803,0.1099339238104131,0.3349167498076528,13.420217935556552,,15.843640809194357,12.89937403353241,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0161,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,adaboost,adaboost_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2820692443908599,0.0900236172181498,0.3549141117791893,17.002193725302984,,15.603633947523894,12.767095149116232,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0162,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,extra_trees,extra_trees_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.4537640829837626,0.0626494850927076,0.3536060396292035,14.830432194182489,,15.619446061013331,12.73017100543554,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0163,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,pls_regression,pls_regression_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2746849199160465,0.0546885494676278,0.3500889480539531,17.08940863180705,,15.661881867534971,12.775102022927152,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0164,overfitting_diagnosis_model_zoo,v7,semi_hard,safety_endpoint,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,2800.0,600.0,600.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-0.0051603333383332,-0.000568382407623,20.066132747314743,,19.433023253129367,15.362096666666664,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0165,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,lasso,lasso_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9157218231547758,0.8985454699578096,0.9281950036769068,13.006986593229886,,11.616298221171013,7.793071579097926,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0166,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,elastic_net,elastic_net_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9125552707488208,0.9024212790060452,0.925396754975898,13.249086797216338,,11.84047922277512,7.984045020325005,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0167,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,bayesian_ridge,bayesian_ridge_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9157930338469352,0.8989416420268377,0.9286884104252268,13.001490317141233,,11.576318830604334,7.776958816966272,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0168,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,knn_regressor_k5,knn_regressor_k5_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.8730987152308685,0.6945660770966023,0.7016911671027225,15.960707402749744,,23.67682571526663,16.60870888888889,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0169,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,svr_rbf,svr_rbf_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.8961454689710556,0.8727892733912705,0.8550140776614292,14.438824942722016,,16.5064370010329,9.948101529717238,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0170,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,gradient_boosting,gradient_boosting_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9645336115017672,0.9104328581822138,0.9322229389979668,8.43776858180937,,11.285785382509316,7.304938253635714,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0171,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,adaboost,adaboost_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.922016195677278,0.8817522919260135,0.8968249358887492,12.5118444188929,,13.924441808177452,10.358109006450768,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0172,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,extra_trees,extra_trees_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.963015098565123,0.8942022514497245,0.9206262651414896,8.6165092655913,,12.21318199788148,8.203997863515546,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0173,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,pls_regression,pls_regression_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.9137633341669388,0.8996142154903015,0.9261264686599948,13.15724934239348,,11.782429525420916,7.940949811060072,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0174,overfitting_diagnosis_model_zoo,v7,hard,general_shelf_life,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,4200.0,900.0,900.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-0.013405221258991,-5.418128664169686e-06,44.80424119827336,,43.35024909985994,30.697504407407408,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0175,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,lasso,lasso_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0393140556797257,-0.0572799055666859,-0.0550771535650829,20.636048056914152,,21.43339024833981,18.14723807129308,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0176,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,elastic_net,elastic_net_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.039068648006223,-0.0524013032904586,-0.0519599601747016,20.638683632670865,,21.40170467740956,18.12769101367786,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0177,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,bayesian_ridge,bayesian_ridge_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0293703005941238,-0.0227001234067001,-0.0394304395023104,20.74257170801757,,21.2738688418098,18.02121539830131,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0178,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,knn_regressor_k5,knn_regressor_k5_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.4326137924632068,-0.3769768461498211,-0.1680358974671434,15.858978103168743,,22.551573893891906,18.24469583333333,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0179,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,svr_rbf,svr_rbf_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.2788174506138638,-0.1394360603786073,-0.0734551074030511,17.879625459097355,,21.619254064153434,17.854192864280563,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0180,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,gradient_boosting,gradient_boosting_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.479224139844207,-0.1232517282717418,-0.1576241902072757,15.193619105526857,,22.45083813069284,18.676981336928247,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0181,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,adaboost,adaboost_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.1486183174631468,-0.0280862409006175,-0.0390674060127269,19.426652126004385,,21.270153441040595,17.763025014872678,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0182,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,extra_trees,extra_trees_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.6063048824311281,-0.0996392058566719,-0.0518749241283336,13.21039570553465,,21.400839647750495,17.64371541894564,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0183,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,pls_regression,pls_regression_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0385453971670768,-0.0569859934825482,-0.0600635626455412,20.644302004263427,,21.48397881071998,18.14355372551365,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0184,overfitting_diagnosis_model_zoo,v7,hard,safety_endpoint,dummy_mean_baseline,dummy_mean_baseline_per_category_specialist,2240.0,480.0,480.0,"context_id-grouped, granularity=per_category_specialist",context_id,1,0.0,-5.604333235864623e-05,-0.0215658237138054,21.05405786720701,,21.09026028325326,17.907353571428573,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0185,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,lasso,lasso_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.9287920353152854,0.9216639679179146,0.9109998816770526,12.8414475627509,,14.582801199793852,8.857322224628323,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0186,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,elastic_net,elastic_net_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.922493685572339,0.9186342358638818,0.9077786273806024,13.397329517361737,,14.844359183704448,9.150097296214284,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0187,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,bayesian_ridge,bayesian_ridge_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.929304366004114,0.9215447552543012,0.9107537122581564,12.795168018593742,,14.602954885357644,8.83607874728025,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0188,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,knn_regressor_k5,knn_regressor_k5_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.9397884242996593,0.8929249176754498,0.8906087991048469,11.808362928367842,,16.16727621848679,9.970358787878787,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0189,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,svr_rbf,svr_rbf_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.8890998752211562,0.8893714206489891,0.8696801185159585,16.025652223218113,,17.646192048585213,8.835464126260549,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0190,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,gradient_boosting,gradient_boosting_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.9563727559812368,0.9459412127905996,0.9462564136975498,10.051446973423284,,11.332063123772304,7.597134295382796,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
EXP-0191,overfitting_diagnosis_model_zoo,v7,ALL,general_shelf_life,adaboost,adaboost_aggregated_all_categories,15400.0,3300.0,3300.0,"context_id-grouped, granularity=aggregated_all_categories",context_id,1,0.8258787926375093,0.8161483150583321,0.8241033169700033,20.080546647924653,,20.500973686666228,17.345715496357922,scripts\experiments\overfitting_diagnosis\experiment_3_extra_regressors.csv,verified_from_result_file,,,,,,,,,,,,
